ST # ;ROAD;PC;WARD;PLAN;LOT;CONTRACTOR ;BLG TYPE ;MUNICIPALITY ;DESCRIPTION;D.U.;VALUE;FT2;PERMIT#;APPL. TYPE;ISSUED DATE
95  ;NEPETA CRES ;K1T0S6;Ward 22;;;TARTAN HOMES CORPORATION;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: Spartan 2018 D,Cortland Town 2018 D,Gala Town 2018 D,Fuji 2018 1;4;895 331;6884;2001748;Construction; 2020-mars-19
97  ;NEPETA CRES ;K1T0S6;Ward 22;;;TARTAN HOMES CORPORATION;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: Spartan 2018 D,Cortland Town 2018 D,Gala Town 2018 D,Fuji 2018 1;4;895 331;6884;2001748;Construction; 2020-mars-19
99  ;NEPETA CRES ;K1T0S5;Ward 22;;;TARTAN HOMES CORPORATION;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: Spartan 2018 D,Cortland Town 2018 D,Gala Town 2018 D,Fuji 2018 1;4;895 331;6884;2001748;Construction; 2020-mars-19
101  ;NEPETA CRES ;K1T0S5;Ward 22;;;TARTAN HOMES CORPORATION;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: Spartan 2018 D,Cortland Town 2018 D,Gala Town 2018 D,Fuji 2018 1;4;895 331;6884;2001748;Construction; 2020-mars-19
80  ;NATARE PL ;;Ward 4;;;MINTO COMMUNITIES INC.;Rowhouse;Kanata;Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2020 DA,Monterey 2020 DC;2;400 974;3083;2001754;Construction; 2020-mars-20
82  ;NATARE PL ;;Ward 4;;;MINTO COMMUNITIES INC.;Rowhouse;Kanata;Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2020 DA,Monterey 2020 DC;2;400 974;3083;2001754;Construction; 2020-mars-20
1016  ;OFFLEY RD ;K4M0N4;Ward 21;;19;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Ginger Pine 2017 C;1;229 927;1375;2001755;Construction; 2020-mars-20
724  ;COAST CIR ;K4M0N2;Ward 21;;44;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Kingwood 2017 C;1;410 859;2457;2001756;Construction; 2020-mars-20
1018  ;OFFLEY RD ;K4M0N4;Ward 21;;18;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Sugarplum 2017 C;1;416 879;2493;2001757;Construction; 2020-mars-20
1008  ;OFFLEY RD ;K4M0N4;Ward 21;;23;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Brierwood 2018 C;1;352 499;2108;2001758;Construction; 2020-mars-20
1012  ;OFFLEY RD ;K4M0N4;Ward 21;;21;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Ginger Pine 2017 B;1;229 927;1375;2001759;Construction; 2020-mars-20
1002  ;OFFLEY RD ;K4M0N4;Ward 21;;26;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Sugarplum 2017 B;1;416 879;2493;2001760;Construction; 2020-mars-20
1006  ;OFFLEY RD ;K4M0N4;Ward 21;;24;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Sugarplum 2017 C;1;416 879;2493;2001761;Construction; 2020-mars-20
1010  ;OFFLEY RD ;K4M0N4;Ward 21;;22;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Sugarplum 2017 B;1;416 879;2493;2001762;Construction; 2020-mars-20
1003  ;OFFLEY RD ;K4M0N4;Ward 21;;2;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Brierwood 2018 B;1;352 499;2108;2001763;Construction; 2020-mars-20
800  ;EAGLESON RD ;;Ward 23;4M-;31;IRONCLAD DEVELOPMENTS INC;Apartment;Kanata;Construct a 6 storey apartment building (see BP#1906979 for FOUNDATION ONLY permit);39;0;0;2001765;Construction; 2020-mars-23
122  ;SCORPIO MEWS ;K4M0K4;Ward 22;4M-1641;53;HN HOMES LIMITED PARTNERSHIP;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: Borden 50-2 2016 STD;1;541 123;3236;2001766;Construction; 2020-mars-23
1034  ;OFFLEY RD ;K4M0N2;Ward 21;;70;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Elderberry II 2019 C;1;534 936;3199;2001767;Construction; 2020-mars-23
21  ;ANDROMEDA RD ;;Ward 22;4M-1641;72;HN HOMES LIMITED PARTNERSHIP;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: Borden 50-2 2016 STD;1;541 123;3236;2001768;Construction; 2020-mars-23
4623  ;SPRATT RD ;K4M1B2;Ward 22;;22;CONTRACTOR UNKNOWN;Demolition;Gloucester;Demolish a 1 storey detached dwelling;-1;10 000;-3230;2001769;Demolition; 2020-mars-23
5  ;HUNTWOOD CRT ;K1V0R3;Ward 16;4M-536;17;CONTRACTOR UNKNOWN;Single;Old Ottawa;Interior alterations on the 1st floor of a 2 storey detached dwelling;0;35 000;600;2001770;Construction; 2020-mars-23
19  ;ANDROMEDA RD ;;Ward 22;4M-1641;73;HN HOMES LIMITED PARTNERSHIP;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: Borden 50-2 2016 STD;1;541 123;3236;2001771;Construction; 2020-mars-23
17  ;ANDROMEDA RD ;;Ward 22;4M-1641;74;HN HOMES LIMITED PARTNERSHIP;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: 50-1 Elmhurst 2016 Alt;1;475 573;2844;2001772;Construction; 2020-mars-23
671  ;BAYVIEW DR ;K0A3M0;Ward 5;424;64;PAUL DAVIS RESTORATION SPECIALISTS;Single;West Carleton;Exterior alterations to a 1 storey detached dwelling (foundation repair, underpinning, waterproofing, weeping tile replacement);0;41 095;525;2001773;Construction; 2020-mars-23
556  ;BOOTH ST ;;Ward 14;13 & 26;2-4;CONTRACTOR UNKNOWN;Demolition;Old Ottawa;Demolish a 2 storey office building (Building L & Fuel Storage Bunker) and construct a retaining wall;0;175 000;-16684;2001774;Demolition; 2020-mars-23
1000  ;OFFLEY RD ;K4M0N4;Ward 21;;27;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Juneberry 2017 A;1;399 321;2388;2001775;Construction; 2020-mars-23
552  ;BOOTH ST ;;Ward 14;13;;CONTRACTOR UNKNOWN;Office;Old Ottawa;Exterior alterations to existing 2 storey office/industrial complex buildings including Demolition of Building P & Walkways between buildings P to R and buildings Q to N1. New retaining wall.;0;110 000;7350;2001776;Construction; 2020-mars-23
132  ;AUBRAIS, CROISSANT DES  ;;Ward 2;4M-1648;160;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: OV4203 2018 A;1;345 810;2068;2001777;Construction; 2020-mars-23
1739  ;BELVAL CRES ;K1C6J9;Ward 2;4M516;124;CONTRACTOR UNKNOWN;Single;Gloucester;Finish the basement in a 2 storey detached dwelling;0;29 579;796;2001778;Construction; 2020-mars-23
134  ;AUBRAIS, CROISSANT DES  ;;Ward 2;4M-1648;159;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: OV4203 2018 B;1;345 810;2068;2001779;Construction; 2020-mars-23
10  ;OBLATS, AVE DES  ;;Ward 17;4M-;;RON EASTERN CONSTRUCTION LTD.;Apartment;Old Ottawa;EXCAVATION AND SHORING ONLY: for an 8 storey apartment building (Building 2B) with 2 levels of underground parking;0;0;0;2001780;Construction; 2020-mars-23
655  -6;RICHMOND RD ;K2A3Y3;Ward 15;4M-;;CONTRACTOR UNKNOWN;Rowhouse;Old Ottawa;Interior alterations to 2 storey rowhouse (Load bearing walls);0;10 000;300;2001781;Construction; 2020-mars-23
144  ;AUBRAIS, CROISSANT DES  ;;Ward 2;4M-1648;154;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: OV4202 2018 A;1;307 350;1838;2001782;Construction; 2020-mars-23
136  ;AUBRAIS, CROISSANT DES  ;;Ward 2;;158;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: OV4202 2018 A;1;307 350;1838;2001783;Construction; 2020-mars-23
236  ;ARGONAUT, CERCLE DE L'  ;;Ward 2;4M-1629;190;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: OV3502 2018 A;1;291 966;1746;2001784;Construction; 2020-mars-23
138  ;AUBRAIS, CROISSANT DES  ;;Ward 2;4M-1648;157;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: OV4202 2018 B;1;307 350;1838;2001785;Construction; 2020-mars-23
865  ;MARKWICK CRES ;K4A4M7;Ward 19;4M-1139;187;CONTRACTOR UNKNOWN;Single;Cumberland;Finish the basement in a 1 storey detached dwelling;0;35 294;950;2001786;Construction; 2020-mars-23
142  ;AUBRAIS, CROISSANT DES  ;;Ward 2;4M-1648;155;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: OV4203 2018 A;1;345 810;2068;2001787;Construction; 2020-mars-23
910 H ;ELMSMERE RD ;K1J7T6;Ward 11;6;;CONTRACTOR UNKNOWN;Rowhouse;Gloucester;Interior alterations to a 2 storey rowhouse dwelling (remove load bearing wall, kitchen relocation, 2nd floor layout modification);0;20 000;969;2001788;Construction; 2020-mars-23
140  ;AUBRAIS, CROISSANT DES  ;;Ward 2;4M-1648;156;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: OV4201 2018 A;1;339 456;2030;2001789;Construction; 2020-mars-23
616  ;SANDILLON, PLACE DE  ;;Ward 2;4M-1629;161;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: OV3701 2018 B;1;363 034;2171;2001790;Construction; 2020-mars-24
1823  ;ARROWGRASS WAY ;K4A0H9;Ward 19;4M1313;;CONTRACTOR UNKNOWN;Rowhouse;Cumberland;Install an enclosure for an above ground pool (rear yard);0;0;0;2001791;Pool Enclosure; 2020-mars-24
228  ;ARGONAUT, CERCLE DE L'  ;;Ward 2;4M-1629;194;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: OV4201 2018 A;1;339 456;2030;2001792;Construction; 2020-mars-24
6236  ;FORTUNE DR ;K1C2B6;Ward 1;M171;440;MERMAID POOLS;Single;Gloucester;Install an enclosure for an inground pool (rear yard);0;0;0;2001793;Pool Enclosure; 2020-mars-24
230  ;ARGONAUT, CERCLE DE L'  ;;Ward 2;4M--1629;193;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: OV4203 2018 B;1;345 810;2068;2001794;Construction; 2020-mars-24
232  ;ARGONAUT, CERCLE DE L'  ;;Ward 2;4M-1629;192;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: OV3501 2018 A;1;276 581;1654;2001795;Construction; 2020-mars-24
234  ;ARGONAUT, CERCLE DE L'  ;;Ward 2;4M-1629;191;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 1 Storey Single with attached garage  Model: OV3504 2018 A;1;141 969;849;2001796;Construction; 2020-mars-24
238  ;ARGONAUT, CERCLE DE L'  ;;Ward 2;4M-1648;189;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  [Model: OV3501 2018 A];1;276 581;1654;2001797;Construction; 2020-mars-24
240  ;ARGONAUT, CERCLE DE L'  ;;Ward 2;;188;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 1 Storey Single with attached garage  [Model: OV3504 2018 A];1;141 969;849;2001798;Construction; 2020-mars-24
614  ;SANDILLON, PLACE DE  ;;Ward 2;4M-1648;162;CAIVAN (ORLEANS VILLAGE) LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: OV4201 2018 B;1;339 456;2030;2001799;Construction; 2020-mars-24
724  ;CAPRICORN CIR ;K4M0J5;Ward 22;;;RICHCRAFT HOMES LIMITED;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: Addison 2012,Hudson 2016 - Mid,Stillwater 2012,Hudson 2016 - Mid;4;808 190;6673;2001800;Construction; 2020-mars-24
726  ;CAPRICORN CIR ;K4M0J5;Ward 22;;;RICHCRAFT HOMES LIMITED;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: Addison 2012,Hudson 2016 - Mid,Stillwater 2012,Hudson 2016 - Mid;4;808 190;6673;2001800;Construction; 2020-mars-24
728  ;CAPRICORN CIR ;K4M0J5;Ward 22;;;RICHCRAFT HOMES LIMITED;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: Addison 2012,Hudson 2016 - Mid,Stillwater 2012,Hudson 2016 - Mid;4;808 190;6673;2001800;Construction; 2020-mars-24
730  ;CAPRICORN CIR ;K4M0J5;Ward 22;;;RICHCRAFT HOMES LIMITED;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: Addison 2012,Hudson 2016 - Mid,Stillwater 2012,Hudson 2016 - Mid;4;808 190;6673;2001800;Construction; 2020-mars-24
141 B ;COLUMBUS AVE ;K1K1P9;Ward 13;441;138;BLUEPRINT CONSTRUCTION SERVICES LIMITED;Semi - Detached;Old Ottawa;Construct a secondary dwelling unit in a 2 storey semi-detached dwelling (basement);1;25 000;602;2001801;Construction; 2020-mars-24
141  ;COLUMBUS AVE ;K1K1P9;Ward 13;441;138;BLUEPRINT CONSTRUCTION SERVICES LIMITED;Semi - Detached;Old Ottawa;Construct a secondary dwelling unit in a 2 storey semi-detached dwelling (basement);1;25 000;602;2001801;Construction; 2020-mars-24
238  ;OSTERLEY WAY ;K2S2P3;Ward 6;4M-1619;110;CLARIDGE HOMES (WESTWOOD) INC;Single;Goulbourn;Construct a 2 Storey Single with attached garage  Model: Cumberland 2018 D;1;376 913;2254;2001802;Construction; 2020-mars-24
139  ;ARROWWOOD DR ;K2S2G3;Ward 6;4M-1226;56;***CONTRACTOR***;Single;Goulbourn;Finish the basement in a 2 storey detached dwelling;0;26 904;724;2001803;Construction; 2020-mars-24
601  ;PUTNEY CRES ;K2S2N6;Ward 6;4M-1619;80;CLARIDGE HOMES (WESTWOOD) INC;Single;Goulbourn;Construct a 2 Storey Single with attached garage  Model: Aubrey 2018 B;1;350 325;2095;2001804;Construction; 2020-mars-24
1485  ;HODGE CRES ;K1E2X1;Ward 1;50M-71;43;OTTAWA HOME SELECT;Single;Cumberland;Interior alterations on the 1st floor of a 2 storey detached dwelling (remove load-bearing wall);0;2 000;345;2001805;Construction; 2020-mars-24
143 B ;COLUMBUS AVE ;K1K1P9;Ward 13;4M-;;BLUEPRINT CONSTRUCTION SERVICES LIMITED;Semi - Detached;Old Ottawa;Construct a secondary dwelling unit in a 2 storey detached dwelling (basement);1;25 000;602;2001806;Construction; 2020-mars-24
143  ;COLUMBUS AVE ;K1K1P9;Ward 13;4M-;;BLUEPRINT CONSTRUCTION SERVICES LIMITED;Semi - Detached;Old Ottawa;Construct a secondary dwelling unit in a 2 storey detached dwelling (basement);1;25 000;602;2001806;Construction; 2020-mars-24
535  ;KNOTRIDGE ST ;K1W0H1;Ward 2;4M-1614;;CLARIDGE HOMES (CARSON) INC.;Semi - Detached;Gloucester;Construct a 1 Storey Semi - Detached with attached garages  Models: Pasadena 2018,Pasadena 2018;2;405 340;2424;2001807;Construction; 2020-mars-24
537  ;KNOTRIDGE ST ;K1W0H1;Ward 2;4M-1614;;CLARIDGE HOMES (CARSON) INC.;Semi - Detached;Gloucester;Construct a 1 Storey Semi - Detached with attached garages  Models: Pasadena 2018,Pasadena 2018;2;405 340;2424;2001807;Construction; 2020-mars-24
1057  ;HYDRANGEA AVE ;K4M0L5;Ward 22;4M-;223;CLARIDGE HOMES (RIVERS EDGE SOUTH) INC;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: Cumberland 2018 C;1;376 913;2254;2001809;Construction; 2020-mars-24
39  ;MARSHALL AVE ;K1Z7X1;Ward 16;4M-;45;OGC LTD.;Single;Old Ottawa;Construct a 2 storey addition (rear yard) and interior/exterior alterations to a 2 storey detached dwelling;0;119 333;1475;2001810;Construction; 2020-mars-24
395  ;BERRY SIDE RD ;K0A1T0;Ward 5;4M-;21;CONTRACTOR UNKNOWN;Semi - Detached;Kanata;Construct a 1 storey detached dwelling;1;613 140;6000;2001811;Construction; 2020-mars-24
17  ;MERVYN HEALEY CRT ;K2S1J9;Ward 21;4M-;;OGC LTD.;Single;Goulbourn;Construct a 1 storey addition (Rear) and interior alterations in the basement of a 1 storey detached dwelling to create a secondary dwelling unit;1;103 185;1258;2001812;Construction; 2020-mars-24
52  ;TWILIGHT CRES ;K1J6M3;Ward 11;555;11;COPPERSTONE RENOVATIONS;Single;Gloucester;Relocate plumbing in laundry room and ensuite in a 2 storey detached dwelling;0;16 100;0;2001813;Construction; 2020-mars-24
8210  ;VICTORIA ST ;;Ward 20;5;2;FIRSTONSITE RESTORATION;Demolition;Osgoode;Demolition of a restaurant;0;30 000;-3000;2001814;Demolition; 2020-mars-24
743  ;COAST CIR ;K4M0N5;Ward 21;;33;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Elderberry II 2019 C;1;534 936;3199;2001818;Construction; 2020-mars-24
1009  ;OFFLEY RD ;K4M0N4;Ward 21;;5;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Brierwood 2018 B;1;352 499;2108;2001819;Construction; 2020-mars-24
741  ;COAST CIR ;K4M0N5;Ward 21;;34;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Dahilia 2019 C;1;449 821;2690;2001821;Construction; 2020-mars-24
1005  ;OFFLEY RD ;K4M0N4;Ward 21;;3;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Sugarplum 2017 B;1;416 879;2493;2001822;Construction; 2020-mars-24
1011  ;OFFLEY RD ;K4M0N4;Ward 21;;6;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Brierwood 2018 A;1;352 499;2108;2001823;Construction; 2020-mars-24
81  ;LANTERN RD ;K4M0N4;Ward 21;;7;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Juneberry 2017 A;1;399 321;2388;2001824;Construction; 2020-mars-24
35  ;SWEET PEA WAY ;;Ward 4;;7;MINTO COMMUNITIES INC.;Single;Kanata;Construct a 2 Storey Single with attached garage  Model: Stanley 2020 B;1;413 702;2474;2001825;Construction; 2020-mars-25
33  ;SWEET PEA WAY ;;Ward 4;;8;MINTO COMMUNITIES INC.;Single;Kanata;Construct a 2 Storey Single with attached garage  Model: Mackenzie 4 2020 D;1;502 161;3003;2001826;Construction; 2020-mars-25
2764  ;ROWATT ST ;K2B6P1;Ward 7;4M-;;CONTRACTOR UNKNOWN;Single;Old Ottawa;Construct an attached garage to a two storey detached dwelling;0;43 117;500;2001827;Construction; 2020-mars-25
202  ;PISCES TERR ;K1T0S8;Ward 20;4M-1624;;HN HOMES LIMITED PARTNERSHIP;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: 20-7 Holden Interior 2017,20-3 2014 Exterior,20-6 2017 End,20-2 2014 Interior;4;900 999;7180;2001828;Construction; 2020-mars-25
204  ;PISCES TERR ;K1T0S8;Ward 20;4M-1624;;HN HOMES LIMITED PARTNERSHIP;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: 20-7 Holden Interior 2017,20-3 2014 Exterior,20-6 2017 End,20-2 2014 Interior;4;900 999;7180;2001828;Construction; 2020-mars-25
206  ;PISCES TERR ;K1T0S8;Ward 20;4M-1624;;HN HOMES LIMITED PARTNERSHIP;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: 20-7 Holden Interior 2017,20-3 2014 Exterior,20-6 2017 End,20-2 2014 Interior;4;900 999;7180;2001828;Construction; 2020-mars-25
208  ;PISCES TERR ;K1T0S8;Ward 20;4M-1624;;HN HOMES LIMITED PARTNERSHIP;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: 20-7 Holden Interior 2017,20-3 2014 Exterior,20-6 2017 End,20-2 2014 Interior;4;900 999;7180;2001828;Construction; 2020-mars-25
1004  ;OFFLEY RD ;K4M0N4;Ward 21;;25;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Brierwood 2018 A;1;352 499;2108;2001829;Construction; 2020-mars-25
1383  ;CLAYMOR AVE ;K2C1S5;Ward 16;451233;26;***CONTRACTOR***;Semi - Detached;Old Ottawa;Interior alterations to a 2 storey semi detached dwelling (basement bathroom);0;2 000;648;2001830;Construction; 2020-mars-25
705  ;COAST CIR ;K4M0N2;Ward 21;;69;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Mulberry 2019 A;1;550 153;3290;2001831;Construction; 2020-mars-25
212  ;PISCES TERR ;K1T0S7;Ward 20;4M-1624;;HN HOMES LIMITED PARTNERSHIP;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: 20-8 2018 Weston Interior,20-2 2017 End,20-4 2015 End,20-9 2018 Shoreline Interior;4;996 778;7664;2001832;Construction; 2020-mars-25
214  ;PISCES TERR ;K1T0S7;Ward 20;4M-1624;;HN HOMES LIMITED PARTNERSHIP;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: 20-8 2018 Weston Interior,20-2 2017 End,20-4 2015 End,20-9 2018 Shoreline Interior;4;996 778;7664;2001832;Construction; 2020-mars-25
216  ;PISCES TERR ;K1T0S7;Ward 20;4M-1624;;HN HOMES LIMITED PARTNERSHIP;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: 20-8 2018 Weston Interior,20-2 2017 End,20-4 2015 End,20-9 2018 Shoreline Interior;4;996 778;7664;2001832;Construction; 2020-mars-25
218  ;PISCES TERR ;K1T0S7;Ward 20;4M-1624;;HN HOMES LIMITED PARTNERSHIP;Rowhouse;Gloucester;Construct a 2 Storey Rowhouse with attached garages  Models: 20-8 2018 Weston Interior,20-2 2017 End,20-4 2015 End,20-9 2018 Shoreline Interior;4;996 778;7664;2001832;Construction; 2020-mars-25
737  ;COAST CIR ;K4M0N5;Ward 21;;36;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Dahilia 2019 B;1;449 821;2690;2001833;Construction; 2020-mars-25
97  ;AVENUE RD ;K1S0P1;Ward 17;289107;162;BATH CREATIONS;Semi - Detached;Old Ottawa;Interior alterations to a 2 storey semi-detached dwelling;0;5 000;147;2001834;Construction; 2020-mars-25
739  ;COAST CIR ;K4M0N5;Ward 21;;35;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Elderberry II 2019 A;1;532 094;3182;2001835;Construction; 2020-mars-25
305  ;BELSIZE WAY ;K2S2P4;Ward 6;;188;RICHCRAFT HOMES LIMITED;Single;Goulbourn;Construct a 2 Storey Single with attached garage  Model: Ashmore 2016 C;1;444 805;2660;2001836;Construction; 2020-mars-25
10  ;RENFREW AVE ;K1S1Z3;Ward 17;4M-;;ACADIA RENOVATIONS;Single;Old Ottawa;Interior alterations to a 1 storey detached dwelling (enlarge opening in kitchen wall);0;20 000;350;2001837;Construction; 2020-mars-25
711  ;COAST CIR ;K4M0N2;Ward 21;;66;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Heartwood II 2019 C;1;424 069;2536;2001838;Construction; 2020-mars-25
54  ;YACHT TERR ;K4M0N3;Ward 21;;48;MINTO COMMUNITIES INC.;Single;Rideau;Construct a 2 Storey Single with attached garage  Model: Heartwood II 2019 C;1;424 069;2536;2001839;Construction; 2020-mars-25
250  ;BESSERER ST ;K1N6B3;Ward 12;6;12 & 13;CONTRACTOR UNKNOWN;Demolition;Old Ottawa;Demolish a 3 storey office building;0;500 000;-6620;2001840;Demolition; 2020-mars-25
385  ;BIG DIPPER ST ;K4M0K1;Ward 22;;95;RICHCRAFT HOMES LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: 50-10 Wildwood 2015 C;1;549 224;3695;2001841;Construction; 2020-mars-25
1430  ;BLAIR TOWERS PL ;K1J9N2;Ward 11;4M-;21;CONTRACTOR UNKNOWN;Office;Gloucester;Interior alterations to 4 storeys of a 8 storey office building;0;3 866 769;51969;2001842;Construction; 2020-mars-25
872  ;ATRIUM RIDGE ;K4M0K1;Ward 22;;84;RICHCRAFT HOMES LIMITED;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: 35-18 Baldwin 2012 C&D;1;397 314;2673;2001843;Construction; 2020-mars-25
155  ;QUEEN ST ;K1A0B8;Ward 14;3922;12 & 13;CONTRACTOR UNKNOWN;Office;Old Ottawa;Interior alterations on the 1st floor of a 14 storey office building (for future A&W fit-up);0;480 000;2400;2001844;Construction; 2020-mars-25
